Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species
KY216155,West Nile virus,USA,,,,culex pipiens,41121,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito
KY229068,West Nile virus,USA,,,,culex pipiens,41122,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito
KY229069,West Nile virus,USA,,,,culex pipiens,41128,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito
KY229070,West Nile virus,USA,,,,culex pipiens,41130,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito
KY229071,West Nile virus,USA,,,,culex pipiens,41128,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito
KY229072,West Nile virus,USA,,,,culex pipiens,41135,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito
KY229073,West Nile virus,USA,,,,culex pipiens,41142,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito
KY229074,West Nile virus,USA,,,,culex pipiens,41142,"    High levels of local inter- and intra-host genetic variation of
            West Nile virus and evidence of fine-scale evolutionary pressures
  ",mosquito
MH170228,West Nile virus,USA, CO, Larimer County,mosquito,culex pipiens,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH170237,West Nile virus,USA, CO, Larimer County,mosquito,culex pipiens,2003,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH170253,West Nile virus,USA, CO," Wellington, Larimer County",mosquito,culex pipiens,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
MH170255,West Nile virus,USA, CO, Scarborough Forth Collins,mosquito,culex pipiens,2008,"    Terrestrial Bird Migration and West Nile Virus Circulation, United
            States
  ",mosquito
OL741623,West Nile virus,USA,CO,,Gravid trap,culex pipiens,43338,"    Direct Submission
  ",mosquito
OP009521,West Nile virus,Italy,,,,culex pipiens,44431,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito
OP009522,West Nile virus,Italy,,,,culex pipiens,44424,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito
OP009523,West Nile virus,Italy,,,,culex pipiens,44424,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito
OP009524,West Nile virus,Italy,,,,culex pipiens,44424,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito
OP009525,West Nile virus,Italy,,,,culex pipiens,44733,"    Early start of seasonal transmission and co-circulation of West
            Nile virus lineage 2 and a newly introduced lineage 1 strain,
            northern Italy, June 2022
  ",mosquito
OP609810,West Nile virus,Italy,,,,culex pipiens,44777,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",mosquito
OP609813,West Nile virus,Italy,,,,culex pipiens,44782,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",mosquito
OP609814,West Nile virus,Italy,,,,culex pipiens,44784,"    Rapid spread of a new West Nile virus lineage 1 associated with
            increased risk of neuroinvasive disease during a large outbreak in
            northern Italy, 2022: One Health analysis
  ",mosquito
PP104379,West Nile virus,Italy, Veneto,,,culex pipiens,45162,"    Direct Submission
  ",mosquito
PP104380,West Nile virus,Italy, EmiliaRomagna,,,culex pipiens,45122,"    Direct Submission
  ",mosquito
PP104381,West Nile virus,Italy, Veneto,,,culex pipiens,45177,"    Direct Submission
  ",mosquito
W0957,,,NH,Hillsborough,,culex pipiens,42957,,mosquito
W0971,,,NH,Hillsborough,,culex pipiens,43328,,mosquito
W0975,,,NH,Rockingham,,culex pipiens,43340,,mosquito
W0977,,,NH,Hillsborough,,culex pipiens,43342,,mosquito
W0978,,,NH,Hillsborough,,culex pipiens,43342,,mosquito
W0989,,,NH,Cheshire,,culex pipiens,43370,,mosquito
W1753,,,CO,Larimer,,culex pipiens,41477,,mosquito
W1773,,,CO,Larimer,,culex pipiens,41498,,mosquito
W1782,,,CO,Larimer,,culex pipiens,41512,,mosquito
W1783,,,CO,Larimer,,culex pipiens,41512,,mosquito
W1784,,,CO,Larimer,,culex pipiens,41512,,mosquito
W1795,,,CO,Larimer,,culex pipiens,41862,,mosquito
W1796,,,CO,Larimer,,culex pipiens,41862,,mosquito
W1799,,,CO,Larimer,,culex pipiens,41862,,mosquito
W1801,,,CO,Larimer,,culex pipiens,41869,,mosquito
W184,,,CA,Stanislaus,,culex pipiens,39700,,mosquito
W1886,,,IA,Black Hawk,,culex pipiens,44067,,mosquito
W1893,,,IA,Black Hawk,,culex pipiens,44074,,mosquito
W1894,,,IA,Polk,,culex pipiens,44109,,mosquito
W1900,,,IA,Fremont,,culex pipiens,42590,,mosquito
W1907,,,IA,Polk,,culex pipiens,42571,,mosquito
W1911,,,IA,Polk,,culex pipiens,42577,,mosquito
W1915,,,IA,Polk,,culex pipiens,42590,,mosquito
W192,,,CA,Kings,,culex pipiens,41156,,mosquito
W1922,,,IA,Story,,culex pipiens,42601,,mosquito
W1925,,,IA,Story,,culex pipiens,42607,,mosquito
W1958,,,IA,Polk,,culex pipiens,42933,,mosquito
W1972,,,IA,Polk,,culex pipiens,42940,,mosquito
W1975,,,IA,Story,,culex pipiens,42947,,mosquito
W1976,,,IA,Polk,,culex pipiens,42947,,mosquito
W1983,,,IA,Polk,,culex pipiens,42961,,mosquito
W1987,,,IA,Woodbury,,culex pipiens,42961,,mosquito
W1996,,,IA,Woodbury,,culex pipiens,42968,,mosquito
W2010,,,IA,Pottawattamie,,culex pipiens,42982,,mosquito
W2026,,,IA,Story,,culex pipiens,42996,,mosquito
W211,,,CA,Stanislaus,,culex pipiens,41807,,mosquito
W249,,,CA,Merced,,culex pipiens,42949,,mosquito
W250,,,CA,Stanislaus,,culex pipiens,42950,,mosquito
W643,,,CA,Sacramento,,culex pipiens,38924,,mosquito
W654,,,CA,Sacramento,,culex pipiens,39295,,mosquito
W658,,,CA,Sacramento,,culex pipiens,39654,,mosquito
W660,,,CA,Sacramento,,culex pipiens,39673,,mosquito
W675,,,CA,Sacramento,,culex pipiens,40456,,mosquito
W676,,,CA,Sacramento,,culex pipiens,40464,,mosquito
W684,,,CA,Sacramento,,culex pipiens,41067,,mosquito
W690,,,CA,Sacramento,,culex pipiens,41145,,mosquito
W691,,,CA,Sacramento,,culex pipiens,41446,,mosquito
W704,,,CA,Sacramento,,culex pipiens,41851,,mosquito
W705,,,CA,Sacramento,,culex pipiens,42192,,mosquito
W711,,,CA,Sacramento,,culex pipiens,42256,,mosquito
W712,,,CA,Sacramento,,culex pipiens,42535,,mosquito
W713,,,CA,Sacramento,,culex pipiens,42549,,mosquito
W719,,,CA,Sacramento,,culex pipiens,42934,,mosquito
W723,,,CA,Sacramento,,culex pipiens,42969,,mosquito
W724,,,CA,Sacramento,,culex pipiens,42984,,mosquito
W725,,,CA,Yolo,,culex pipiens,42990,,mosquito
W726,,,CA,Yolo,,culex pipiens,42990,,mosquito
W824,,,WA,Spokane,,culex pipiens,43314,,mosquito
W825,,,WA,Spokane,,culex pipiens,43320,,mosquito
W827,,,WA,Pierce,,culex pipiens,43326,,mosquito
W830,,,WA,Spokane,,culex pipiens,43337,,mosquito
HM488116,West Nile virus,USA,CT,,cell supernatant,culex pipiens male,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488118,West Nile virus,USA,CT,,cell supernatant,culex pipiens male,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488119,West Nile virus,USA,CT,,cell supernatant,culex pipiens male,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488120,West Nile virus,USA,CT,,cell supernatant,culex pipiens male,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488153,West Nile virus,USA,CT,,cell supernatant,culex pipiens male,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
HM488154,West Nile virus,USA,CT,,cell supernatant,culex pipiens male,2005,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito
JX442279,West Nile virus,China,,,BHK 21 cells one passage,culex pipiens pipiens,2011,"    Human infection with West Nile Virus, Xinjiang, China, 2011
  ",mosquito
AF404754,West Nile virus,USA,NJ,,,culex pipiens pool,2000,"    Complete genome sequences and phylogenetic analysis of West Nile
            virus strains isolated from the United States, Europe, and the
            Middle East
  ",mosquito
HQ671687,West Nile virus,,,,legs,culex pipiens quinquefasciatus,,"    Direct Submission
  ",mosquito
HQ671688,West Nile virus,,,,legs,culex pipiens quinquefasciatus,,"    Direct Submission
  ",mosquito
HQ671689,West Nile virus,,,,legs,culex pipiens quinquefasciatus,,"    Direct Submission
  ",mosquito
HQ671690,West Nile virus,,,,midgut,culex pipiens quinquefasciatus,,"    Direct Submission
  ",mosquito
HQ671731,West Nile virus,,,,midgut,culex pipiens quinquefasciatus,,"    Direct Submission
  ",mosquito
HQ705670,West Nile virus,,,,legs,culex pipiens quinquefasciatus,,"    Direct Submission
  ",mosquito
HQ705672,West Nile virus,,,,legs,culex pipiens quinquefasciatus,,"    Direct Submission
  ",mosquito
HQ705673,West Nile virus,,,,midgut,culex pipiens quinquefasciatus,,"    Direct Submission
  ",mosquito
HQ705674,West Nile virus,,,,midgut,culex pipiens quinquefasciatus,,"    Direct Submission
  ",mosquito
HQ705675,West Nile virus,,,,legs,culex pipiens quinquefasciatus,,"    Direct Submission
  ",mosquito
OK631659,West Nile virus,USA,NY,Erie County ,,culex pipiens restuans complex,41506,"    Adaptive evolution of West Nile virus facilitated increased
            transmissibility and prevalence in New York State
  ",mosquito
OK631660,West Nile virus,USA,NY,Nassau County,,culex pipiens restuans complex,42262,"    Adaptive evolution of West Nile virus facilitated increased
            transmissibility and prevalence in New York State
  ",mosquito
OK631661,West Nile virus,USA,NY,Erie County ,,culex pipiens restuans complex,42620,"    Adaptive evolution of West Nile virus facilitated increased
            transmissibility and prevalence in New York State
  ",mosquito
DQ164195,West Nile virus,USA,NY, Nassau,,culex pipiens/restuans,2002,"    Phylogenetic analysis of North American West Nile virus isolates,
            2001-2004: evidence for the emergence of a dominant genotype
  ",mosquito
W0954,,,NH,Hillsborough,,culex pipiens/restuans,42947,,mosquito
W0955,,,NH,Hillsborough,,culex pipiens/restuans,42948,,mosquito
W0963,,,NH,Hillsborough,,culex pipiens/restuans,43297,,mosquito
W0964,,,NH,Hillsborough,,culex pipiens/restuans,43319,,mosquito
W0966,,,NH,Hillsborough,,culex pipiens/restuans,43325,,mosquito
W0969,,,NH,Hillsborough,,culex pipiens/restuans,43326,,mosquito
W0970,,,NH,Hillsborough,,culex pipiens/restuans,43332,,mosquito
W1301,,,LA,WBR,,culex quinq.,42922,,mosquito
W1305,,,LA,WBR,,culex quinq.,42914,,mosquito
W1306,,,LA,EBR,,culex quinq.,42921,,mosquito
W1324,,,LA,WBR,,culex quinq.,43342,,mosquito
W1326,,,LA,EBR,,culex quinq.,43345,,mosquito
W1327,,,LA,WBR,,culex quinq.,43321,,mosquito
W1329,,,LA,WBR,,culex quinq.,43326,,mosquito
W1330,,,LA,EBR,,culex quinq.,43345,,mosquito
W1332,,,LA,WBR,,culex quinq.,43328,,mosquito
W1334,,,LA,Ascension,,culex quinq.,43333,,mosquito
W1335,,,LA,Tangipahioa,,culex quinq.,43340,,mosquito
W1336,,,LA,EBR,,culex quinq.,43334,,mosquito
W1337,,,LA,WBR,,culex quinq.,43314,,mosquito
W1338,,,LA,Caddo,,culex quinq.,43306,,mosquito
W1339,,,LA,St. Tammany,,culex quinq.,43325,,mosquito
W1342,,,LA,WBR,,culex quinq.,43335,,mosquito
W1344,,,LA,Ascension,,culex quinq.,43334,,mosquito
W1353,,,LA,St. Tammany,,culex quinq.,42912,,mosquito
W1356,,,LA,Ouachita,,culex quinq.,42907,,mosquito
W1364,,,LA,Ouachita,,culex quinq.,42923,,mosquito
W1369,,,LA,Caddo,,culex quinq.,42944,,mosquito
W1374,,,LA,Caddo,,culex quinq.,42933,,mosquito
W1375,,,LA,Caddo,,culex quinq.,42951,,mosquito
W1378,,,LA,Bossier,,culex quinq.,42955,,mosquito
AY712948,West Nile virus,USA,TX,,,culex quinquefasciatus,2003,"    Emergence of attenuated West Nile virus variants in Texas, 2003
  ",mosquito
DQ080054,,,CA,Los Angeles,,culex quinquefasciatus,2003,,mosquito
GU828001,,,TX,Hall County ,,culex quinquefasciatus,2003,,mosquito
GU828002,,,TX,Hall County ,,culex quinquefasciatus,2003,,mosquito
JF415914,West Nile virus,USA,TX,,,culex quinquefasciatus,2005,"    Evolution of new genotype of West Nile virus in North America
  ",mosquito
JF415922,West Nile virus,USA,TX,,,culex quinquefasciatus,2009,"    Evolution of new genotype of West Nile virus in North America
  ",mosquito
JF415923,West Nile virus,USA,TX,,,culex quinquefasciatus,2009,"    Evolution of new genotype of West Nile virus in North America
  ",mosquito
JF415926,West Nile virus,USA,TX,,,culex quinquefasciatus,2009,"    Evolution of new genotype of West Nile virus in North America
  ",mosquito
JF415928,West Nile virus,USA,TX,,,culex quinquefasciatus,2009,"    Evolution of new genotype of West Nile virus in North America
  ",mosquito
JF415930,West Nile virus,USA,TX,,,culex quinquefasciatus,2006,"    Evolution of new genotype of West Nile virus in North America
  ",mosquito
KC711057,West Nile virus,USA,TX, Denton,,culex quinquefasciatus,41059,"    Continued evolution of West Nile virus, Houston, Texas, USA,
            2002-2012
  ",mosquito
KJ501116,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2008,"    Direct Submission
  ",mosquito
KJ501128,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2004,"    Direct Submission
  ",mosquito
KJ501129,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2004,"    Direct Submission
  ",mosquito
KJ501130,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2008,"    Direct Submission
  ",mosquito
KJ501131,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2004,"    Direct Submission
  ",mosquito
KJ501132,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2007,"    Direct Submission
  ",mosquito
KJ501133,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2008,"    Direct Submission
  ",mosquito
KJ501134,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2010,"    Direct Submission
  ",mosquito
KJ501135,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2010,"    Direct Submission
  ",mosquito
KJ501136,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2010,"    Direct Submission
  ",mosquito
KJ501137,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito
KJ501138,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito
KJ501139,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito
KJ501140,West Nile virus,USA,,,mosquito pool,culex quinquefasciatus,2011,"    Direct Submission
  ",mosquito
