Name,ecotype_number,organism,country,city/state,county,isolation_source,host,collection_date, ,species,group
HM488165,84,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2007,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488166,84,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488167,84,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488168,84,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488169,84,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488170,84,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2008,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488171,82,West Nile virus,USA,CT,,cell supernatant,culex restuans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488172,20,West Nile virus,USA,CT,,cell supernatant,ochlerotatus sticticus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488173,20,West Nile virus,USA,CT,,cell supernatant,culex restuans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488174,83,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488175,99,West Nile virus,USA,CT,,cell supernatant,culex restuans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488176,25,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488177,20,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488178,18,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488179,25,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488180,25,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488181,81,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488182,84,West Nile virus,USA,IL,,,corvus brachyrhynchos,2002,"    Direct Submission
  ",bird,American Crow
HM488183,82,West Nile virus,USA,IL,,,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
HM488184,18,West Nile virus,USA,IL,,,cyanocitta cristata,2002,"    Direct Submission
  ",bird,Blue Jay
HM488185,53,West Nile virus,USA,IL,,,cyanocitta cristata,2003,"    Direct Submission
  ",bird,Blue Jay
HM488186,83,West Nile virus,USA,IL,,,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM488187,48,West Nile virus,USA,IL,,,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM488188,20,West Nile virus,USA,IL,,,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
HM488189,25,West Nile virus,USA,IL,,,cyanocitta cristata,2004,"    Direct Submission
  ",bird,Blue Jay
HM488190,82,West Nile virus,USA,IL,,,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
HM488191,9,West Nile virus,USA,IL,,,corvus brachyrhynchos,2004,"    Direct Submission
  ",bird,American Crow
HM488192,57,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488193,18,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488194,84,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488195,25,West Nile virus,USA,IL,,,cyanocitta cristata,2005,"    Direct Submission
  ",bird,Blue Jay
HM488196,74,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488197,18,West Nile virus,USA,IL,,,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488198,9,West Nile virus,USA,IL,,,culex pipiens,2005,"    Direct Submission
  ",mosquito,Culex
HM488199,84,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird,American Crow
HM488200,83,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird,American Crow
HM488201,14,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2007,"    Direct Submission
  ",bird,American Crow
HM488202,88,West Nile virus,USA,NY,,blue jay brain,cyanocitta cristata,2007,"    Direct Submission
  ",bird,Blue Jay
HM488203,75,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488204,20,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488205,78,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488206,71,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488207,88,West Nile virus,USA,NY,,blue jay brain,cyanocitta cristata,2008,"    Direct Submission
  ",bird,Blue Jay
HM488208,55,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2002,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488209,86,West Nile virus,USA,CT,,cell supernatant,ochlerotatus sticticus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488210,18,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488211,54,West Nile virus,USA,CT,,cell supernatant,culex restuans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488212,25,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488213,82,West Nile virus,USA,CT,,cell supernatant,culex restuans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488214,84,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488215,21,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488216,84,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488217,20,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488218,91,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488219,83,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488220,20,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488221,82,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488222,86,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488223,20,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488224,20,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488225,53,West Nile virus,USA,CT,,cell supernatant,aedes cinereus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488226,53,,,CT,,,,2003,,,
HM488227,18,,,CT,,,,2003,,,
HM488228,18,,,CT,,,,2003,,,
HM488229,53,,,CT,,,,2003,,,
HM488230,23,,,CT,,,,2003,,,
HM488231,86,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488232,86,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488233,18,West Nile virus,USA,CT,,cell supernatant,aedes vexans,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM488234,18,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM488235,54,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488236,91,West Nile virus,USA,CT,,cell supernatant,culiseta melanura,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culiseta
HM488237,25,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488238,70,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488239,9,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488240,18,West Nile virus,USA,NY,,blue jay brain,cyanocitta cristata,2008,"    Direct Submission
  ",bird,Blue Jay
HM488241,18,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488242,20,West Nile virus,USA,NY,,black-capped chickadee brain,poecile atricapilla,2008,"    Direct Submission
  ",bird,Passeriformes
HM488243,84,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488244,82,West Nile virus,USA,NY,,American kestrel brain,falco sparverius,2008,"    Direct Submission
  ",bird,Falconiformes
HM488245,88,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2008,"    Direct Submission
  ",bird,American Crow
HM488246,99,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM488247,99,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM488248,99,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM488249,99,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2001,"    Direct Submission
  ",bird,American Crow
HM488250,82,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM488251,20,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2003,"    Direct Submission
  ",bird,American Crow
HM488252,85,West Nile virus,USA,NY,,American crow brain,corvus brachyrhynchos,2005,"    Direct Submission
  ",bird,American Crow
HM488253,25,West Nile virus,USA,IL,,,culex sp.,2006,"    Direct Submission
  ",mosquito,Culex
HM488254,20,West Nile virus,USA,IL,,,culex sp.,2007,"    Direct Submission
  ",mosquito,Culex
HM756648,18,West Nile virus,USA,CT,,cell supernatant,ochlerotatus trivittatus,2002,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
HM756649,20,West Nile virus,USA,CT,,cell supernatant,culex pipiens,2006,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM756650,20,West Nile virus,USA,CT,,cell supernatant,culex salinarius,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Culex
HM756651,25,West Nile virus,USA,CT,,cell supernatant,ochlerotatus trivittatus,2003,"    Molecular evolution of West Nile virus in a northern temperate
            region: Connecticut, USA 1999-2008
  ",mosquito,Aedes and Ochlerotatus
